system,statistical_inefficiency_g,decorrelation_timescale_ps,n_eff_from_g,integrated_autocorrelation_time_ps,n_eff_from_tau_int,mean_rmsd_a,sem,ci_95_low,ci_95_high
4h2i,4203.946705505712,42039.46705505712,11.894774958614674,23727.469781036085,10.537364595015928,0.971132143017476,0.03992123933958254,0.8831624376831032,1.0591018483518486
4h2i_noadn,4779.523335730397,47795.233357303965,10.462549607440756,29413.284128929277,8.500580856732157,1.0387174487308872,0.039167494532592766,0.9507702608641535,1.126664636597621
4h2g,2787.6641220777055,27876.641220777055,17.937957304099537,14952.97576816559,16.72075203467495,1.0327060119183158,0.04209486667547718,0.9438688187762903,1.1215432050603413
4h2g_noadn,1108.941214879939,11089.41214879939,45.09165980039235,5852.220709348703,42.722243814318624,1.1698814624383707,0.024580521134018415,1.1203455857225675,1.2194173391541738
6tve,1878.0792564301278,18780.79256430128,26.62613935423147,9895.912470734562,25.2659874205052,1.040437542317457,0.02472793100135024,0.9895724368750322,1.091302647759882
6twa,3750.015718666174,37500.15718666174,13.334610772721254,26401.811967509588,9.469993965099214,1.1115114371922732,0.03196517979705016,1.0420742634212927,1.1809486109632537
